Record Count,Loaded to Repository,Survey,Year,Species Code,Common Name,Scientific Name,Sex,Age (years),Age Pop,Mean Length (mm),Std Deviation Length
1,2023-09-14 19:00:20,AI,1997,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,14090504.852381,392.549055625966,34.9947112576312
1,2023-09-14 19:00:20,AI,1997,21921,Atka mackerel,Pleurogrammus monopterygius,Male,10,647865.625,430,0
1,2023-09-14 19:00:20,AI,1997,21921,Atka mackerel,Pleurogrammus monopterygius,Male,11,657577.642857143,410,0.000006812421532
1,2023-09-14 19:00:20,AI,1997,21921,Atka mackerel,Pleurogrammus monopterygius,Male,13,2022910.8,350,0
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,382204,522.49986917981,23.4641399313059
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,74349937.601049,216.607689028103,21.6990715695323
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,3,34719318.2248909,315.858147798532,32.0396903038139
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,4,7697943.26578947,361.151698465585,16.2617932712544
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,5,129980650.082843,384.420112094388,22.6113564375815
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,6,34176445.735532,400.189098645404,19.3037415423739
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,7,41117556.3394224,406.737689207868,18.6152028838584
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,8,75505620.813494,409.923198568266,21.3537819166227
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,9,30032066.4766291,409.797201697476,24.6954432457727
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,10,13057630.5074675,409.532458122901,25.6146110059576
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,11,14153411.8290727,414.719123245231,9.25368212820895
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,12,4486301.6,428.411372075386,13.42220839298
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,13,2641962.52380952,400,0
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Female,15,37173,480,0
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,-9,313877,550.161464522727,94.6078656240268
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,2,104623659.59329,213.227002850301,22.4577630302557
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,3,34582842.7526582,311.437056581499,37.2842925246985
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,4,17055012.5565998,370.921138914375,19.6119923161857
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,5,95114282.2840321,385.227531549774,20.5920924736909
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,6,32289829.4640541,386.63805076233,26.7520928453016
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,7,29414193.0300657,396.767784830563,18.635963646611
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,8,43786987.0215729,400.592334478526,21.3763683727575
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,9425636.35196704,390.299216695825,26.7919544095316
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,10,3753535.6,421.195845857969,3.24475134080207
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,11,2407623.19298246,392.594799725393,12.2047121190396
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,12,1850845.77777778,387.875876806351,22.1197183746936
1,2023-09-14 19:00:20,AI,2000,21921,Atka mackerel,Pleurogrammus monopterygius,Male,15,308682.375,440,0
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,98379,508.666178757662,19.0262917074514
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,1,8908,160,0
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,35175236.8795455,230.836229778528,17.4708655963051
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,3,475612259.975897,301.695396615485,36.475751058468
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,4,262988854.357364,361.067586555073,34.549588045143
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,5,44044660.893791,384.443284162851,29.7573519268426
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,6,14979680.6952704,403.036019619702,19.8164760007181
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,7,52216923.022244,413.629317209901,29.356672558948
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,8,29059912.9035122,395.551783788863,29.2127303084806
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,9,6376090.64781297,430.066361256134,11.7571065352057
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,10,10824736.3174208,432.30339600462,10.6862576826371
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,11,1528596.84047619,465.668567304332,12.2998505282475
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Female,13,200025.466666667,481.296618230612,3.35930996933612
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,-9,42902,204.82867931565,138.057483640583
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,2,39257363.0768717,236.174981663041,23.0307054326512
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,3,440226598.279463,301.196928579176,35.1162098290177
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,4,263303124.281713,355.778040234676,34.4517465423425
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,5,46453016.4531734,390.720739370175,18.3224993229004
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,6,14505610.085084,406.232626412824,16.9248638962304
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,7,29676360.7491154,389.388475418343,30.5368832242894
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,8,8579350.24684874,409.081754460668,18.5088849910642
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,5690771.55147059,419.79049692878,7.40308983477728
1,2023-09-14 19:00:20,AI,2002,21921,Atka mackerel,Pleurogrammus monopterygius,Male,10,2985530.2762605,437.72602023327,15.0897938294945
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,1772971,421.601340349053,144.027736843996
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,28039688.5519481,230.486034399297,12.9598585015747
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,3,375815350.519264,301.368444913258,20.8963411287068
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,4,297241611.005195,336.12584946617,23.3809619530579
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,5,309300807.975549,352.150853524787,32.0438749895156
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,6,89322347.4118756,382.117043850948,33.2300857880749
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,7,20449396.903663,406.834615129416,28.7821283686949
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,8,13512852.8675991,431.061555659375,15.2939772191018
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,9,29276341.4604562,421.338396729401,27.694069360785
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,10,10808098.9970238,379.723898678437,26.1308506671856
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,11,6791343.86933067,419.818810324101,25.9568181278862
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,12,2602694.37142857,454.945055345558,7.8889956071772
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Female,13,1856261.06666667,406.961839706742,22.549500314575
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,-9,142307,435.898304370129,122.846109276057
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,2,31625851.3076923,233.243223173607,12.6664702103223
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,3,279228751.886772,299.689137097958,26.9649168443494
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,4,226260330.346212,333.452883627211,22.9579750709248
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,5,273306189.632401,364.704590605144,36.6880823445226
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,6,56834494.6247863,389.615652761513,22.1862238986721
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,7,21591491.4858974,398.98977114101,28.1579055579732
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,8,50297085.3982906,421.063398567712,12.4260741682933
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,11614177.4333333,424.081192227237,28.0915774451268
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,10,2649825.38461539,410,
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,11,6331091.375,379.223089913151,9.96977485788598
1,2023-09-14 19:00:20,AI,2004,21921,Atka mackerel,Pleurogrammus monopterygius,Male,12,3432935.125,370.937463098724,11.8211940068294
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,18578,180,0
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,25951542.9166667,254.121726288496,27.1363374993864
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,3,60317806.2782828,308.912993261454,22.479610142434
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,4,42830413.8157287,361.870993060463,26.9183478653973
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,5,136382722.560231,358.397466598221,33.9838997246453
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,6,94901475.997089,378.718069277859,32.4817892372189
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,7,188017750.510545,384.714879037308,27.3840822895271
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,8,63066829.9306138,373.694640777861,36.618120567618
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,9,6060417,400,0
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,11,7119828.45238095,396.200705243718,34.7901169730894
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Female,12,6536237.53846154,390,0.000007485171272
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,-9,566039101,362.082150293006,44.4243529165873
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,2,26164151.9897436,253.188106833208,21.0981928395785
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,3,67897088.1890443,307.307699184456,22.5109540710161
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,4,22368571.5888889,338.521356867776,26.3280525469815
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,5,84194327.1448996,357.614343605697,31.6366401256555
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,6,153677745.841076,380.636718529703,27.3727728474229
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,7,141039197.378716,379.092038543006,28.6820244036451
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,8,57332726.9423576,390.302478193559,27.1960677289534
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,12149740.0205128,404.499200047038,13.0279093801576
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,11,249197.666666667,440,0
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,12,717156.571428571,430,0
1,2023-09-14 19:00:20,AI,2006,21921,Atka mackerel,Pleurogrammus monopterygius,Male,14,249197.666666667,440,0
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,12157,580,0
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,21230382.9428571,235.720288030388,28.8171367944831
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,3,187056402.688511,299.674940512791,39.7625106090475
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,4,215752550.215406,362.367669112246,55.0675142087907
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,5,43445718.7600639,356.840486871956,25.2849017012935
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,6,59245408.3854321,374.499110249719,26.4248778446905
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,7,19153583.7131886,389.463171668828,37.8765983381604
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,8,23860232.6612735,395.288383655453,43.228588548946
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,9,63753582.1144003,408.858829935887,44.4782909931903
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,10,61783386.0323593,431.143882174491,38.2494818861188
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,11,85970398.7325397,446.455421627532,40.4488046983828
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Female,12,21921582.7539683,464.61437125977,23.6358748332518
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,-9,115943,587.882407734835,85.6625677239541
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,2,24225093.3454545,243.577009674928,26.4013482884599
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,3,207849424.474134,304.506829861453,34.0213417769224
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,4,182367900.662951,349.345088671212,39.0713735560697
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,5,36178892.8770563,382.191438644602,24.2858696692422
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,6,24832034.1082251,389.983226888527,28.1282114697462
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,7,16134629.1190476,440.237997930104,25.3328618909459
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,8,15907944.0730159,439.708081711363,30.8377043533613
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,9,29355686.8392496,419.396179616207,33.9842433628259
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,10,12518069.4357864,407.615924953701,28.459705320358
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,11,11870446.1984127,435.897414879072,19.1597296569243
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,12,1297561.66666667,475.161558153305,8.75154160683743
1,2023-09-14 19:00:20,AI,2010,21921,Atka mackerel,Pleurogrammus monopterygius,Male,13,1337735.2,460,0
1,2023-09-14 19:00:20,AI,2012,21921,Atka mackerel,Pleurogrammus monopterygius,Female,-9,10772,470.794652803565,149.13228344731
1,2023-09-14 19:00:20,AI,2012,21921,Atka mackerel,Pleurogrammus monopterygius,Female,2,21301932.9166667,245.252143570148,27.3671858445249
